in s,C1 in V,C2 in V
-5.95380E-02,8.82477E+00,1.54492E+01
-5.95368E-02,8.86383E+00,1.55664E+01
-5.95356E-02,8.82477E+00,1.54883E+01
-5.95344E-02,8.84430E+00,1.54883E+01
-5.95332E-02,8.86383E+00,1.54883E+01
-5.95320E-02,8.84430E+00,1.55664E+01
-5.95308E-02,8.84430E+00,1.55664E+01
-5.95296E-02,8.80523E+00,1.55273E+01
-5.95284E-02,8.88336E+00,1.54492E+01
-5.95272E-02,8.82477E+00,1.55664E+01
-5.95260E-02,8.92242E+00,1.55664E+01
-5.95248E-02,8.82477E+00,1.56055E+01
-5.95236E-02,8.84430E+00,1.55664E+01
-5.95224E-02,8.88336E+00,1.54883E+01
-5.95212E-02,8.88336E+00,1.55664E+01
-5.95200E-02,8.78570E+00,1.56055E+01
-5.95188E-02,8.92242E+00,1.55273E+01
-5.95176E-02,8.80523E+00,1.55664E+01
-5.95164E-02,8.86383E+00,1.55664E+01
-5.95152E-02,8.78570E+00,1.55664E+01
-5.95140E-02,8.86383E+00,1.54492E+01
-5.95128E-02,8.78570E+00,1.55664E+01
-5.95116E-02,8.88336E+00,1.56055E+01
-5.95104E-02,8.84430E+00,1.56055E+01
-5.95092E-02,8.84430E+00,1.55664E+01
-5.95080E-02,8.86383E+00,1.56445E+01
-5.95068E-02,8.82477E+00,1.55664E+01
-5.95056E-02,8.80523E+00,1.56836E+01
-5.95044E-02,8.82477E+00,1.55664E+01
-5.95032E-02,8.82477E+00,1.54883E+01
-5.95020E-02,8.82477E+00,1.55273E+01
-5.95008E-02,8.84430E+00,1.54492E+01
-5.94996E-02,8.84430E+00,1.55664E+01
-5.94984E-02,8.82477E+00,1.56445E+01
-5.94972E-02,8.86383E+00,1.55664E+01
-5.94960E-02,8.80523E+00,1.56445E+01
-5.94948E-02,8.86383E+00,1.54492E+01
-5.94936E-02,8.86383E+00,1.54883E+01
-5.94924E-02,8.88336E+00,1.55273E+01
-5.94912E-02,8.80523E+00,1.54492E+01
-5.94900E-02,8.86383E+00,1.55273E+01
-5.94888E-02,8.82477E+00,1.55664E+01
-5.94876E-02,8.86383E+00,1.54883E+01
-5.94864E-02,8.80523E+00,1.56055E+01
-5.94852E-02,8.90289E+00,1.56055E+01
-5.94840E-02,8.88336E+00,1.56445E+01
-5.94828E-02,8.84430E+00,1.55664E+01
-5.94816E-02,8.84430E+00,1.56836E+01
-5.94804E-02,8.82477E+00,1.55273E+01
-5.94792E-02,8.80523E+00,1.55664E+01
-5.94780E-02,8.88336E+00,1.54883E+01
-5.94768E-02,8.86383E+00,1.56445E+01
-5.94756E-02,8.92242E+00,1.56055E+01
-5.94744E-02,8.88336E+00,1.56055E+01
-5.94732E-02,8.92242E+00,1.55664E+01
-5.94720E-02,8.82477E+00,1.56055E+01
-5.94708E-02,8.92242E+00,1.54883E+01
-5.94696E-02,8.86383E+00,1.55664E+01
-5.94684E-02,8.88336E+00,1.55273E+01
-5.94672E-02,8.80523E+00,1.56836E+01
-5.94660E-02,8.84430E+00,1.55664E+01
-5.94648E-02,8.84430E+00,1.55664E+01
-5.94636E-02,8.90289E+00,1.55664E+01
-5.94624E-02,8.88336E+00,1.56836E+01
-5.94612E-02,8.88336E+00,1.56055E+01
-5.94600E-02,8.82477E+00,1.54883E+01
-5.94588E-02,8.86383E+00,1.56836E+01
-5.94576E-02,8.88336E+00,1.57227E+01
