in s,C1 in V,C2 in V
-8.96868E-01,8.43414E+00,1.55664E+01
-8.96850E-01,8.41461E+00,1.55664E+01
-8.96832E-01,8.59039E+00,1.55664E+01
-8.96814E-01,8.43414E+00,1.55664E+01
-8.96796E-01,8.39508E+00,1.55273E+01
-8.96778E-01,8.39508E+00,1.56055E+01
-8.96760E-01,8.47320E+00,1.55664E+01
-8.96742E-01,8.51227E+00,1.55664E+01
-8.96724E-01,8.49273E+00,1.55664E+01
-8.96706E-01,8.49273E+00,1.54883E+01
-8.96688E-01,8.43414E+00,1.54883E+01
-8.96670E-01,8.43414E+00,1.55664E+01
-8.96652E-01,8.49273E+00,1.54883E+01
-8.96634E-01,8.41461E+00,1.55664E+01
-8.96616E-01,8.45367E+00,1.55664E+01
-8.96598E-01,8.41461E+00,1.54883E+01
-8.96580E-01,8.43414E+00,1.55273E+01
-8.96562E-01,8.43414E+00,1.55664E+01
-8.96544E-01,8.47320E+00,1.55664E+01
-8.96526E-01,8.41461E+00,1.54883E+01
-8.96508E-01,8.35602E+00,1.54102E+01
-8.96490E-01,8.45367E+00,1.55273E+01
-8.96472E-01,8.43414E+00,1.54102E+01
-8.96454E-01,8.47320E+00,1.54102E+01
-8.96436E-01,8.43414E+00,1.55273E+01
-8.96418E-01,8.47320E+00,1.54883E+01
-8.96400E-01,8.51227E+00,1.54883E+01
-8.96382E-01,8.43414E+00,1.54102E+01
-8.96364E-01,8.53180E+00,1.53320E+01
-8.96346E-01,8.43414E+00,1.54492E+01
-8.96328E-01,8.45367E+00,1.54102E+01
-8.96310E-01,8.41461E+00,1.54102E+01
-8.96292E-01,8.45367E+00,1.52930E+01
-8.96274E-01,8.43414E+00,1.53711E+01
-8.96256E-01,8.43414E+00,1.53711E+01
-8.96238E-01,8.43414E+00,1.55664E+01
-8.96220E-01,8.39508E+00,1.54102E+01
-8.96202E-01,8.41461E+00,1.51367E+01
-8.96184E-01,8.43414E+00,1.54492E+01
-8.96166E-01,8.41461E+00,1.53320E+01
-8.96148E-01,8.37555E+00,1.52930E+01
-8.96130E-01,8.47320E+00,1.54102E+01
-8.96112E-01,8.37555E+00,1.52930E+01
-8.96094E-01,8.41461E+00,1.53320E+01
-8.96076E-01,8.45367E+00,1.54102E+01
-8.96058E-01,8.39508E+00,1.52930E+01
-8.96040E-01,8.43414E+00,1.51758E+01
-8.96022E-01,8.37555E+00,1.53711E+01
-8.96004E-01,8.45367E+00,1.51758E+01
-8.95986E-01,8.45367E+00,1.52148E+01
-8.95968E-01,8.43414E+00,1.52930E+01
-8.95950E-01,8.41461E+00,1.52539E+01
-8.95932E-01,8.43414E+00,1.51758E+01
-8.95914E-01,8.39508E+00,1.43164E+01
-8.95896E-01,8.41461E+00,1.42773E+01
-8.95878E-01,8.47320E+00,1.45117E+01
-8.95860E-01,8.37555E+00,1.43945E+01
-8.95842E-01,8.43414E+00,1.42773E+01
-8.95824E-01,8.43414E+00,1.43164E+01
-8.95806E-01,8.37555E+00,1.43945E+01
-8.95788E-01,8.39508E+00,1.43555E+01
-8.95770E-01,8.35602E+00,1.47070E+01
-8.95752E-01,8.43414E+00,1.47852E+01
-8.95734E-01,8.47320E+00,1.46680E+01
-8.95716E-01,8.47320E+00,1.48633E+01
-8.95698E-01,8.37555E+00,1.44727E+01
-8.95680E-01,8.43414E+00,1.44336E+01
-8.95662E-01,8.41461E+00,1.46289E+01
-8.95644E-01,8.43414E+00,1.45508E+01
-8.95626E-01,8.35602E+00,1.45508E+01
-8.95608E-01,8.39508E+00,1.45898E+01
-8.95590E-01,8.37555E+00,1.45508E+01
-8.95572E-01,8.39508E+00,1.47461E+01
-8.95554E-01,8.43414E+00,1.46680E+01
-8.95536E-01,8.37555E+00,1.45117E+01
-8.95518E-01,8.37555E+00,1.43555E+01
-8.95500E-01,8.37555E+00,1.44336E+01
-8.95482E-01,8.37555E+00,1.45117E+01
-8.95464E-01,8.39508E+00,1.45117E+01
-8.95446E-01,8.41461E+00,1.45117E+01
-8.95428E-01,8.47320E+00,1.44727E+01
-8.95410E-01,8.41461E+00,1.45117E+01
-8.95392E-01,8.37555E+00,1.45508E+01
-8.95374E-01,8.39508E+00,1.44336E+01
-8.95356E-01,8.43414E+00,1.45898E+01
-8.95338E-01,8.39508E+00,1.45117E+01
-8.95320E-01,8.37555E+00,1.45117E+01
-8.95302E-01,8.35602E+00,1.44336E+01
-8.95284E-01,8.35602E+00,1.44336E+01
-8.95266E-01,8.41461E+00,1.44727E+01
-8.95248E-01,8.35602E+00,1.44336E+01
-8.95230E-01,8.39508E+00,1.43555E+01
-8.95212E-01,8.35602E+00,1.44727E+01
-8.95194E-01,8.35602E+00,1.45117E+01
-8.95176E-01,8.43414E+00,1.43945E+01
-8.95158E-01,8.37555E+00,1.43945E+01
-8.95140E-01,8.43414E+00,1.41992E+01
-8.95122E-01,8.37555E+00,1.43164E+01
-8.95104E-01,8.47320E+00,1.43164E+01
-8.95086E-01,8.35602E+00,1.43164E+01
-8.95068E-01,8.39508E+00,1.43555E+01
-8.95050E-01,8.37555E+00,1.43945E+01
-8.95032E-01,8.39508E+00,1.43555E+01
-8.95014E-01,8.39508E+00,1.42773E+01
-8.94996E-01,8.43414E+00,1.42773E+01
-8.94978E-01,8.41461E+00,1.41602E+01
-8.94960E-01,8.33648E+00,1.42383E+01
-8.94942E-01,8.29742E+00,1.42773E+01
-8.94924E-01,8.41461E+00,1.43945E+01
-8.94906E-01,8.41461E+00,1.42773E+01
-8.94888E-01,8.33648E+00,1.43555E+01
-8.94870E-01,8.43414E+00,1.42383E+01
-8.94852E-01,8.43414E+00,1.43945E+01
-8.94834E-01,8.41461E+00,1.42383E+01
-8.94816E-01,8.37555E+00,1.41992E+01
-8.94798E-01,8.35602E+00,1.43945E+01
-8.94780E-01,8.43414E+00,1.42773E+01
-8.94762E-01,8.35602E+00,1.41992E+01
-8.94744E-01,8.43414E+00,1.43945E+01
-8.94726E-01,8.41461E+00,1.43555E+01
-8.94708E-01,8.37555E+00,1.43945E+01
-8.94690E-01,8.33648E+00,1.41602E+01
-8.94672E-01,8.35602E+00,1.42383E+01
-8.94654E-01,8.29742E+00,1.42383E+01
-8.94636E-01,8.33648E+00,1.42383E+01
-8.94618E-01,8.39508E+00,1.41992E+01
-8.94600E-01,8.29742E+00,1.42773E+01
-8.94582E-01,8.35602E+00,1.43164E+01
-8.94564E-01,8.37555E+00,1.45117E+01
-8.94546E-01,8.33648E+00,1.41211E+01
-8.94528E-01,8.35602E+00,1.41602E+01
-8.94510E-01,8.39508E+00,1.42383E+01
-8.94492E-01,8.35602E+00,1.41992E+01
-8.94474E-01,8.35602E+00,1.41211E+01
-8.94456E-01,8.35602E+00,1.41211E+01
-8.94438E-01,8.33648E+00,1.43164E+01
-8.94420E-01,8.35602E+00,1.43945E+01
-8.94402E-01,8.37555E+00,1.42383E+01
-8.94384E-01,8.39508E+00,1.41602E+01
-8.94366E-01,8.31695E+00,1.42383E+01
-8.94348E-01,8.31695E+00,1.42383E+01
-8.94330E-01,8.33648E+00,1.42383E+01
-8.94312E-01,8.39508E+00,1.42383E+01
-8.94294E-01,8.33648E+00,1.42773E+01
-8.94276E-01,8.35602E+00,1.41992E+01
-8.94258E-01,8.35602E+00,1.41992E+01
-8.94240E-01,8.37555E+00,1.42773E+01
-8.94222E-01,8.33648E+00,1.43945E+01
-8.94204E-01,8.33648E+00,1.41992E+01
-8.94186E-01,8.29742E+00,1.41992E+01
-8.94168E-01,8.35602E+00,1.41992E+01
-8.94150E-01,8.35602E+00,1.44336E+01
-8.94132E-01,8.27789E+00,1.44336E+01
-8.94114E-01,8.29742E+00,1.45117E+01
-8.94096E-01,8.31695E+00,1.43945E+01
-8.94078E-01,8.35602E+00,1.43555E+01
-8.94060E-01,8.43414E+00,1.43164E+01
-8.94042E-01,8.37555E+00,1.44336E+01
-8.94024E-01,8.33648E+00,1.45508E+01
-8.94006E-01,8.31695E+00,1.45117E+01
-8.93988E-01,8.37555E+00,1.44727E+01
-8.93970E-01,8.35602E+00,1.44336E+01
-8.93952E-01,8.31695E+00,1.45508E+01
-8.93934E-01,8.29742E+00,1.46289E+01
-8.93916E-01,8.33648E+00,1.43945E+01
-8.93898E-01,8.31695E+00,1.46289E+01
-8.93880E-01,8.33648E+00,1.44727E+01
-8.93862E-01,8.29742E+00,1.46289E+01
-8.93844E-01,8.37555E+00,1.45508E+01
-8.93826E-01,8.35602E+00,1.45117E+01
-8.93808E-01,8.31695E+00,1.46289E+01
-8.93790E-01,8.27789E+00,1.45117E+01
-8.93772E-01,8.35602E+00,1.46680E+01
-8.93754E-01,8.39508E+00,1.45898E+01
-8.93736E-01,8.29742E+00,1.45117E+01
-8.93718E-01,8.29742E+00,1.47070E+01
-8.93700E-01,8.29742E+00,1.46680E+01
-8.93682E-01,8.33648E+00,1.46289E+01
-8.93664E-01,8.35602E+00,1.46289E+01
-8.93646E-01,8.31695E+00,1.45898E+01
-8.93628E-01,8.29742E+00,1.46680E+01
-8.93610E-01,8.35602E+00,1.47852E+01
-8.93592E-01,8.29742E+00,1.46289E+01
-8.93574E-01,8.31695E+00,1.47070E+01
-8.93556E-01,8.35602E+00,1.47852E+01
-8.93538E-01,8.35602E+00,1.47461E+01
-8.93520E-01,8.29742E+00,1.48242E+01
-8.93502E-01,8.35602E+00,1.48242E+01
-8.93484E-01,8.31695E+00,1.46680E+01
-8.93466E-01,8.31695E+00,1.47070E+01
-8.93448E-01,8.35602E+00,1.47461E+01
-8.93430E-01,8.35602E+00,1.47852E+01
-8.93412E-01,8.29742E+00,1.48633E+01
-8.93394E-01,8.37555E+00,1.48633E+01
-8.93376E-01,8.35602E+00,1.47461E+01
-8.93358E-01,8.35602E+00,1.47070E+01
-8.93340E-01,8.37555E+00,1.48633E+01
-8.93322E-01,8.35602E+00,1.47461E+01
-8.93304E-01,8.37555E+00,1.48633E+01
-8.93286E-01,8.31695E+00,1.49023E+01
-8.93268E-01,8.35602E+00,1.48633E+01
-8.93250E-01,8.39508E+00,1.49414E+01
-8.93232E-01,8.39508E+00,1.49023E+01
-8.93214E-01,8.33648E+00,1.49805E+01
-8.93196E-01,8.37555E+00,1.48242E+01
-8.93178E-01,8.35602E+00,1.49805E+01
-8.93160E-01,8.31695E+00,1.49414E+01
-8.93142E-01,8.29742E+00,1.49023E+01
-8.93124E-01,8.37555E+00,1.49805E+01
-8.93106E-01,8.33648E+00,1.49805E+01
-8.93088E-01,8.31695E+00,1.50586E+01
-8.93070E-01,8.29742E+00,1.49805E+01
-8.93052E-01,8.33648E+00,1.48633E+01
-8.93034E-01,8.27789E+00,1.50586E+01
-8.93016E-01,8.29742E+00,1.49805E+01
-8.92998E-01,8.33648E+00,1.50195E+01
-8.92980E-01,8.29742E+00,1.49414E+01
-8.92962E-01,8.25836E+00,1.49805E+01
-8.92944E-01,8.29742E+00,1.49805E+01
-8.92926E-01,8.29742E+00,1.50977E+01
-8.92908E-01,8.35602E+00,1.51367E+01
-8.92890E-01,8.37555E+00,1.50195E+01
-8.92872E-01,8.33648E+00,1.51367E+01
-8.92854E-01,8.33648E+00,1.50977E+01
-8.92836E-01,8.37555E+00,1.49805E+01
-8.92818E-01,8.29742E+00,1.50586E+01
-8.92800E-01,8.33648E+00,1.51367E+01
-8.92782E-01,8.29742E+00,1.49805E+01
-8.92764E-01,8.29742E+00,1.51367E+01
-8.92746E-01,8.33648E+00,1.50586E+01
-8.92728E-01,8.35602E+00,1.51367E+01
-8.92710E-01,8.29742E+00,1.50977E+01
-8.92692E-01,8.29742E+00,1.51367E+01
-8.92674E-01,8.35602E+00,1.51367E+01
-8.92656E-01,8.35602E+00,1.50977E+01
-8.92638E-01,8.31695E+00,1.50586E+01
-8.92620E-01,8.29742E+00,1.50977E+01
-8.92602E-01,8.35602E+00,1.51367E+01
-8.92584E-01,8.43414E+00,1.50977E+01
-8.92566E-01,8.37555E+00,1.52148E+01
-8.92548E-01,8.39508E+00,1.50586E+01
-8.92530E-01,8.29742E+00,1.51367E+01
-8.92512E-01,8.27789E+00,1.51367E+01
-8.92494E-01,8.29742E+00,1.50977E+01
-8.92476E-01,8.33648E+00,1.52148E+01
-8.92458E-01,8.29742E+00,1.51758E+01
-8.92440E-01,8.35602E+00,1.52148E+01
-8.92422E-01,8.33648E+00,1.51367E+01
-8.92404E-01,8.35602E+00,1.52539E+01
-8.92386E-01,8.29742E+00,1.50977E+01
-8.92368E-01,8.27789E+00,1.52148E+01
-8.92350E-01,8.31695E+00,1.51367E+01
-8.92332E-01,8.23883E+00,1.52148E+01
-8.92314E-01,8.27789E+00,1.51367E+01
-8.92296E-01,8.31695E+00,1.51367E+01
-8.92278E-01,8.23883E+00,1.50977E+01
-8.92260E-01,8.33648E+00,1.52539E+01
-8.92242E-01,8.27789E+00,1.50586E+01
-8.92224E-01,8.31695E+00,1.51758E+01
-8.92206E-01,8.29742E+00,1.52930E+01
-8.92188E-01,8.29742E+00,1.52539E+01
-8.92170E-01,8.33648E+00,1.51367E+01
-8.92152E-01,8.35602E+00,1.51367E+01
-8.92134E-01,8.25836E+00,1.51367E+01
-8.92116E-01,8.27789E+00,1.50586E+01
-8.92098E-01,8.27789E+00,1.50977E+01
-8.92080E-01,8.33648E+00,1.51367E+01
-8.92062E-01,8.31695E+00,1.51367E+01
-8.92044E-01,8.27789E+00,1.51758E+01
-8.92026E-01,8.29742E+00,1.52148E+01
-8.92008E-01,8.35602E+00,1.51758E+01
-8.91990E-01,8.27789E+00,1.51367E+01
-8.91972E-01,8.31695E+00,1.51367E+01
-8.91954E-01,8.27789E+00,1.50977E+01
-8.91936E-01,8.33648E+00,1.51367E+01
-8.91918E-01,8.27789E+00,1.51367E+01
-8.91900E-01,8.31695E+00,1.51367E+01
-8.91882E-01,8.29742E+00,1.52148E+01
-8.91864E-01,8.31695E+00,1.51367E+01
-8.91846E-01,8.27789E+00,1.50195E+01
-8.91828E-01,8.31695E+00,1.51367E+01
-8.91810E-01,8.29742E+00,1.50977E+01
-8.91792E-01,8.33648E+00,1.50195E+01
-8.91774E-01,8.27789E+00,1.51367E+01
-8.91756E-01,8.23883E+00,1.50586E+01
-8.91738E-01,8.19977E+00,1.51367E+01
-8.91720E-01,8.37555E+00,1.51367E+01
-8.91702E-01,8.27789E+00,1.50977E+01
-8.91684E-01,8.29742E+00,1.50586E+01
-8.91666E-01,8.27789E+00,1.50586E+01
-8.91648E-01,8.25836E+00,1.50195E+01
-8.91630E-01,8.27789E+00,1.50195E+01
-8.91612E-01,8.27789E+00,1.49805E+01
-8.91594E-01,8.37555E+00,1.50977E+01
-8.91576E-01,8.29742E+00,1.50586E+01
-8.91558E-01,8.27789E+00,1.50586E+01
-8.91540E-01,8.27789E+00,1.49023E+01
-8.91522E-01,8.31695E+00,1.49023E+01
-8.91504E-01,8.25836E+00,1.49023E+01
-8.91486E-01,8.27789E+00,1.48242E+01
-8.91468E-01,8.29742E+00,1.49023E+01
-8.91450E-01,8.23883E+00,1.48633E+01
-8.91432E-01,8.35602E+00,1.49805E+01
-8.91414E-01,8.25836E+00,1.49023E+01
-8.91396E-01,8.29742E+00,1.46680E+01
-8.91378E-01,8.27789E+00,1.45117E+01
-8.91360E-01,8.27789E+00,1.43945E+01
-8.91342E-01,8.33648E+00,1.43555E+01
-8.91324E-01,8.27789E+00,1.46680E+01
-8.91306E-01,8.27789E+00,1.43945E+01
-8.91288E-01,8.25836E+00,1.43555E+01
-8.91270E-01,8.25836E+00,1.45898E+01
-8.91252E-01,8.39508E+00,1.48633E+01
-8.91234E-01,8.25836E+00,1.46289E+01
-8.91216E-01,8.27789E+00,1.45898E+01
-8.91198E-01,8.27789E+00,1.44727E+01
-8.91180E-01,8.25836E+00,1.44727E+01
-8.91162E-01,8.31695E+00,1.45508E+01
-8.91144E-01,8.31695E+00,1.47070E+01
-8.91126E-01,8.23883E+00,1.49805E+01
-8.91108E-01,8.25836E+00,1.48242E+01
-8.91090E-01,8.25836E+00,1.45508E+01
-8.91072E-01,8.29742E+00,1.43555E+01
-8.91054E-01,8.31695E+00,1.41992E+01
-8.91036E-01,8.23883E+00,1.45898E+01
-8.91018E-01,8.19977E+00,1.42773E+01
-8.91000E-01,8.35602E+00,1.46289E+01
-8.90982E-01,8.25836E+00,1.42773E+01
-8.90964E-01,8.29742E+00,1.45898E+01
-8.90946E-01,8.31695E+00,1.45117E+01
-8.90928E-01,8.27789E+00,1.45508E+01
-8.90910E-01,8.21930E+00,1.47070E+01
-8.90892E-01,8.27789E+00,1.44336E+01
-8.90874E-01,8.23883E+00,1.44727E+01
-8.90856E-01,8.35602E+00,1.40820E+01
-8.90838E-01,8.31695E+00,1.42383E+01
-8.90820E-01,8.31695E+00,1.41211E+01
-8.90802E-01,8.27789E+00,1.41211E+01
-8.90784E-01,8.29742E+00,1.42383E+01
-8.90766E-01,8.33648E+00,1.42383E+01
-8.90748E-01,8.19977E+00,1.44727E+01
-8.90730E-01,8.25836E+00,1.43945E+01
-8.90712E-01,8.25836E+00,1.43945E+01
-8.90694E-01,8.21930E+00,1.43945E+01
-8.90676E-01,8.35602E+00,1.43945E+01
-8.90658E-01,8.08258E+00,1.43555E+01
-8.90640E-01,8.27789E+00,1.42383E+01
-8.90622E-01,8.27789E+00,1.42773E+01
-8.90604E-01,8.27789E+00,1.41992E+01
-8.90586E-01,8.25836E+00,1.44336E+01
-8.90568E-01,8.19977E+00,1.41992E+01
-8.90550E-01,8.19977E+00,1.42383E+01
-8.90532E-01,8.25836E+00,1.43164E+01
-8.90514E-01,8.31695E+00,1.41992E+01
-8.90496E-01,8.33648E+00,1.42383E+01
-8.90478E-01,8.16070E+00,1.40039E+01
-8.90460E-01,8.23883E+00,1.42773E+01
-8.90442E-01,8.21930E+00,1.42383E+01
-8.90424E-01,8.25836E+00,1.43164E+01
-8.90406E-01,8.18023E+00,1.42383E+01
-8.90388E-01,8.23883E+00,1.41602E+01
-8.90370E-01,8.21930E+00,1.41602E+01
-8.90352E-01,8.21930E+00,1.43164E+01
-8.90334E-01,8.19977E+00,1.42383E+01
-8.90316E-01,8.14117E+00,1.41992E+01
-8.90298E-01,8.25836E+00,1.41602E+01
-8.90280E-01,8.25836E+00,1.41211E+01
-8.90262E-01,8.25836E+00,1.41602E+01
-8.90244E-01,8.16070E+00,1.42773E+01
-8.90226E-01,8.25836E+00,1.43555E+01
-8.90208E-01,8.27789E+00,1.43164E+01
-8.90190E-01,8.23883E+00,1.43945E+01
-8.90172E-01,8.21930E+00,1.42773E+01
-8.90154E-01,8.21930E+00,1.41602E+01
-8.90136E-01,8.21930E+00,1.41992E+01
-8.90118E-01,8.23883E+00,1.41602E+01
-8.90100E-01,8.29742E+00,1.41602E+01
-8.90082E-01,8.29742E+00,1.43164E+01
-8.90064E-01,8.12164E+00,1.43945E+01
-8.90046E-01,8.21930E+00,1.41992E+01
-8.90028E-01,8.29742E+00,1.42773E+01
-8.90010E-01,8.23883E+00,1.43164E+01
-8.89992E-01,8.31695E+00,1.41992E+01
-8.89974E-01,8.21930E+00,1.41602E+01
