in s,C1 in V,C2 in V
-8.908020E-02,1.18521E+01,1.43555E+01
-8.907840E-02,1.19302E+01,1.43945E+01
-8.907660E-02,1.19302E+01,1.44336E+01
-8.907480E-02,1.19498E+01,1.44336E+01
-8.907300E-02,1.19888E+01,1.42773E+01
-8.907120E-02,1.19107E+01,1.43555E+01
-8.906940E-02,1.18912E+01,1.43555E+01
-8.906760E-02,1.19107E+01,1.43945E+01
-8.906580E-02,1.19888E+01,1.43164E+01
-8.906400E-02,1.19693E+01,1.42383E+01
-8.906220E-02,1.19888E+01,1.42383E+01
-8.906040E-02,1.18716E+01,1.42773E+01
-8.905860E-02,1.18130E+01,1.44727E+01
-8.905680E-02,1.20474E+01,1.44336E+01
-8.905500E-02,1.19693E+01,1.44336E+01
-8.905320E-02,1.18912E+01,1.43945E+01
-8.905140E-02,1.20279E+01,1.43555E+01
-8.904960E-02,1.19693E+01,1.42773E+01
-8.904780E-02,1.19107E+01,1.43945E+01
-8.904600E-02,1.19888E+01,1.43945E+01
-8.904420E-02,1.19693E+01,1.43164E+01
-8.904240E-02,1.19302E+01,1.42773E+01
-8.904060E-02,1.19302E+01,1.44727E+01
-8.903880E-02,1.19302E+01,1.44336E+01
-8.903700E-02,1.20474E+01,1.44336E+01
-8.903520E-02,1.18912E+01,1.45117E+01
-8.903340E-02,1.19107E+01,1.42383E+01
-8.903160E-02,1.20084E+01,1.43555E+01
-8.902980E-02,1.19498E+01,1.43945E+01
-8.902800E-02,1.19888E+01,1.42773E+01
-8.902620E-02,1.19498E+01,1.43164E+01
-8.902440E-02,1.18912E+01,1.43945E+01
-8.902260E-02,1.19107E+01,1.43945E+01
-8.902080E-02,1.19498E+01,1.44336E+01
-8.901900E-02,1.18912E+01,1.42773E+01
-8.901720E-02,1.19888E+01,1.44336E+01
-8.901540E-02,1.20670E+01,1.43555E+01
-8.901360E-02,1.18521E+01,1.44336E+01
-8.901180E-02,1.18716E+01,1.43555E+01
-8.901000E-02,1.19498E+01,1.43555E+01
-8.900820E-02,1.20474E+01,1.42773E+01
-8.900640E-02,1.19888E+01,1.44727E+01
-8.900460E-02,1.20084E+01,1.43945E+01
-8.900280E-02,1.19498E+01,1.43555E+01
-8.900100E-02,1.19888E+01,1.42773E+01
